Month,Week Range,Ticker,Volatility_PCT,Daily_Return,MA_7
April 2025,2025-04-08 to 2025-04-14,SDY,0.8779901675150071,1.0242575900062123,127.974
April 2025,2025-04-08 to 2025-04-14,SWPPX,0.0,1.4213334808620348,81.33628571428571
April 2025,2025-04-08 to 2025-04-14,VHT,0.49305034775835266,0.6683967565473758,249.7077142857143
April 2025,2025-04-08 to 2025-04-14,VNQ,1.0250976404524963,0.85816655572033,84.7357142857143
April 2025,2025-04-08 to 2025-04-14,VOO,0.9926110069780878,1.4310481718574497,483.63257142857145
April 2025,2025-04-08 to 2025-04-14,VTWO,0.6726072651405353,0.8617161210766631,75.06542857142857
April 2025,2025-04-08 to 2025-04-14,VUG,1.191891495196367,1.7648862620974846,350.77285714285716
April 2025,2025-04-08 to 2025-04-14,VXUS,0.9619233016701394,1.7086433215578034,58.77657142857142
April 2025,2025-04-08 to 2025-04-14,XME,0.908282907593373,2.038713219258052,51.74657142857143
April 2025,2025-04-15 to 2025-04-21,BIL,0.00818836954918872,0.021837340222430335,91.55678571428572
April 2025,2025-04-15 to 2025-04-21,BND,0.007130361387816725,-0.0615937672075656,72.45035714285714
April 2025,2025-04-15 to 2025-04-21,EEM,-0.416181900996881,-0.12843510630659305,41.28678571428571
April 2025,2025-04-15 to 2025-04-21,EFA,-0.2766760385223884,0.2647424952617161,78.71178571428571
April 2025,2025-04-15 to 2025-04-21,FNILX,0.0,-1.1561277376002543,18.908214285714287
April 2025,2025-04-15 to 2025-04-21,IWF,-0.8094728377494829,-1.4162509084508361,345.49321428571426
April 2025,2025-04-15 to 2025-04-21,IYR,-0.12217074716009074,-0.10000277197608487,89.21249999999999
April 2025,2025-04-15 to 2025-04-21,QQQ,-0.7637319945164662,-1.349136995201647,448.995
April 2025,2025-04-15 to 2025-04-21,SCHE,-0.30094619507139025,-0.07248824407914134,26.081071428571427
April 2025,2025-04-15 to 2025-04-21,SDY,-0.4409041250568516,-0.479956777420279,127.69928571428571
April 2025,2025-04-15 to 2025-04-21,SWPPX,0.0,-1.1541722166528294,81.80285714285715
April 2025,2025-04-15 to 2025-04-21,VHT,-0.8236305069325162,-1.0758987542203697,247.4792857142857
April 2025,2025-04-15 to 2025-04-21,VNQ,-0.031028760582598958,-0.08843788549748322,84.26892857142857
April 2025,2025-04-15 to 2025-04-21,VOO,-0.7680298456459345,-1.1806473855093647,486.1757142857143
April 2025,2025-04-15 to 2025-04-21,VTWO,-0.1801300063358588,-0.5184539887228917,74.54321428571428
April 2025,2025-04-15 to 2025-04-21,VUG,-0.8472106563841546,-1.40708478964279,355.37392857142856
April 2025,2025-04-15 to 2025-04-21,VXUS,-0.26051659845197533,0.17049296112616186,59.71392857142857
April 2025,2025-04-15 to 2025-04-21,XME,-0.6601350828292235,-0.5333591641977081,53.2875
April 2025,2025-04-22 to 2025-04-28,BIL,0.004362288033036346,0.015273838720482047,91.63028571428572
April 2025,2025-04-22 to 2025-04-28,BND,0.024226679472282152,0.30549202097867045,72.60028571428572
April 2025,2025-04-22 to 2025-04-28,EEM,0.24951126212288394,0.7634793310871313,42.39057142857143
April 2025,2025-04-22 to 2025-04-28,EFA,0.4333784619161232,0.9795025077113628,81.61257142857143
April 2025,2025-04-22 to 2025-04-28,FNILX,0.0,1.4322620001177144,18.999142857142857
April 2025,2025-04-22 to 2025-04-28,IWF,0.750718086012178,1.8568082393455843,346.4342857142857
April 2025,2025-04-22 to 2025-04-28,IYR,0.07689183248093812,0.5909428813710194,91.29771428571429
April 2025,2025-04-22 to 2025-04-28,QQQ,0.7898360045816973,1.7579563734333312,450.46628571428573
April 2025,2025-04-22 to 2025-04-28,SCHE,0.33254312773960387,0.745922267545851,26.798285714285715
April 2025,2025-04-22 to 2025-04-28,SDY,0.13250903802241046,0.4730361639633407,129.19514285714286
April 2025,2025-04-22 to 2025-04-28,SWPPX,0.0,1.4011528716754773,82.16742857142859
April 2025,2025-04-22 to 2025-04-28,VHT,0.436361933014987,0.9570524026306781,246.98914285714287
April 2025,2025-04-22 to 2025-04-28,VNQ,0.14837414290511325,0.5884186773770783,86.18885714285715
April 2025,2025-04-22 to 2025-04-28,VOO,0.5758792175576428,1.405789985212662,488.39000000000004
April 2025,2025-04-22 to 2025-04-28,VTWO,0.5040218103919868,1.308637510818711,75.81314285714286
April 2025,2025-04-22 to 2025-04-28,VUG,0.7542114956272851,1.8936362757502767,356.9014285714286
April 2025,2025-04-22 to 2025-04-28,VXUS,0.2963678717505659,0.8484214539694612,61.74114285714286
April 2025,2025-04-22 to 2025-04-28,XME,1.1133585931481167,1.3270562456060087,54.80685714285714
April 2025,2025-04-29 to 2025-05-05,BIL,0.0,0.0054519681605080805,91.67999999999999
April 2025,2025-04-29 to 2025-05-05,BND,0.17737754127438318,0.09550788156633128,72.97357142857143
April 2025,2025-04-29 to 2025-05-05,EEM,0.2638219775177676,0.2638382661402705,43.22357142857143
April 2025,2025-04-29 to 2025-05-05,EFA,0.4325149315947159,0.041450374093709996,83.58642857142857
April 2025,2025-04-29 to 2025-05-05,FNILX,0.0,0.35454763051864235,19.416428571428572
April 2025,2025-04-29 to 2025-05-05,IWF,1.474541964186235,0.3168311602596785,356.5464285714286
April 2025,2025-04-29 to 2025-05-05,IYR,0.8789644888637457,0.5055930568670486,92.33714285714285
April 2025,2025-04-29 to 2025-05-05,QQQ,1.4626917131337862,0.32391287928015267,463.02571428571423
April 2025,2025-04-29 to 2025-05-05,SCHE,0.2178651822722248,0.2360866554555363,27.31357142857143
April 2025,2025-04-29 to 2025-05-05,SDY,0.5956907365739876,0.241461011062849,130.09500000000003
April 2025,2025-04-29 to 2025-05-05,SWPPX,0.0,0.36931649943928724,83.93
April 2025,2025-04-29 to 2025-05-05,VHT,0.6535887825854811,0.6750509017987016,249.84714285714284
April 2025,2025-04-29 to 2025-05-05,VNQ,0.7080619357787652,0.44451438857089354,87.13428571428571
April 2025,2025-04-29 to 2025-05-05,VOO,1.1343482520367496,0.3276424303573,498.83500000000004
April 2025,2025-04-29 to 2025-05-05,VTWO,0.8682417372829668,-0.004385803294926216,77.68357142857143
April 2025,2025-04-29 to 2025-05-05,VUG,1.4539477329483028,0.304965416754438,367.7992857142857
April 2025,2025-04-29 to 2025-05-05,VXUS,0.42459014506312165,0.10216459243668208,63.07857142857142
April 2025,2025-04-29 to 2025-05-05,XME,1.1954260891523594,-0.5010301427324615,55.965
August 2024,2024-07-30 to 2024-08-05,BIL,0.0072911545524731265,-0.11975024256199636,91.67571428571428
August 2024,2024-07-30 to 2024-08-05,BND,-0.042910598887735275,0.37190169032727355,73.30904761904762
August 2024,2024-07-30 to 2024-08-05,EEM,0.45084244804093715,-2.0015186467518618,42.13619047619048
August 2024,2024-07-30 to 2024-08-05,EFA,-0.050308652721812175,-2.1348924841293733,78.75952380952381
August 2024,2024-07-30 to 2024-08-05,FNILX,0.0,-2.0949719280204984,19.322857142857142
August 2024,2024-07-30 to 2024-08-05,IWF,0.11081745435667563,-2.4944528171414944,351.06095238095236
August 2024,2024-07-30 to 2024-08-05,IYR,-0.10640798056872032,-0.5286387510400706,94.1157142857143
August 2024,2024-07-30 to 2024-08-05,QQQ,-0.1765107980920185,-2.5924181264290636,459.91333333333336
August 2024,2024-07-30 to 2024-08-05,SCHE,0.34925092263150087,-1.7919502804824239,26.38952380952381
August 2024,2024-07-30 to 2024-08-05,SDY,-0.4796082611669393,-0.850626506093477,133.95380952380953
August 2024,2024-07-30 to 2024-08-05,SWPPX,0.0,-2.0646972082279427,83.89809523809525
August 2024,2024-07-30 to 2024-08-05,VHT,-0.09328076806898326,-0.6901494878503889,275.15285714285716
August 2024,2024-07-30 to 2024-08-05,VNQ,-0.29356223681431587,-0.6359579641467864,90.08380952380952
August 2024,2024-07-30 to 2024-08-05,VOO,-0.3908931820476138,-2.064654262035903,497.81333333333333
August 2024,2024-07-30 to 2024-08-05,VTWO,-0.3091785289774284,-3.3621859570188075,88.6857142857143
August 2024,2024-07-30 to 2024-08-05,VUG,0.23904856232454094,-2.4351397046994703,360.1504761904762
August 2024,2024-07-30 to 2024-08-05,VXUS,-0.08565484518451538,-2.1180158612030042,60.66095238095238
August 2024,2024-07-30 to 2024-08-05,XME,-1.1704462713857917,-4.004824257378829,61.40380952380952
August 2024,2024-08-06 to 2024-08-12,BIL,0.01092681322416616,0.021855775547425793,91.53742857142856
August 2024,2024-08-06 to 2024-08-12,BND,-0.07512716295681644,-0.09646585537177899,73.84314285714285
August 2024,2024-08-06 to 2024-08-12,EEM,0.13043779117490725,0.8681144894383008,41.50542857142857
August 2024,2024-08-06 to 2024-08-12,EFA,0.1947164109660134,0.5247436396062821,77.05542857142856
August 2024,2024-08-06 to 2024-08-12,FNILX,0.0,0.6271389544675032,18.928571428571427
August 2024,2024-08-06 to 2024-08-12,IWF,0.07359436005268005,0.8755469024053063,342.6222857142857
August 2024,2024-08-06 to 2024-08-12,IYR,0.2982395944067452,0.4096706392170124,94.636
August 2024,2024-08-06 to 2024-08-12,QQQ,0.06195291516531641,0.7338443985234577,448.13
August 2024,2024-08-06 to 2024-08-12,SCHE,0.18788252122342106,0.8976292417438492,26.09971428571428
August 2024,2024-08-06 to 2024-08-12,SDY,-0.032514691803596604,0.19717713941855175,133.26914285714287
August 2024,2024-08-06 to 2024-08-12,SWPPX,0.0,0.6145191051584087,82.22942857142857
August 2024,2024-08-06 to 2024-08-12,VHT,-0.176909851540673,0.3427665875712793,272.746
August 2024,2024-08-06 to 2024-08-12,VNQ,0.306750532336126,0.3991628692752913,90.38485714285714
August 2024,2024-08-06 to 2024-08-12,VOO,0.07498186133622718,0.6232674903985136,487.8674285714286
August 2024,2024-08-06 to 2024-08-12,VTWO,-0.46354861305387374,0.2547544834588944,84.65285714285714
August 2024,2024-08-06 to 2024-08-12,VUG,0.08896486928942274,0.8873786632750003,351.9934285714286
August 2024,2024-08-06 to 2024-08-12,VXUS,0.1496355778269234,0.6316087531770753,59.46314285714285
August 2024,2024-08-06 to 2024-08-12,XME,-0.5745339099986844,0.44451010471891816,58.33028571428572
August 2024,2024-08-13 to 2024-08-19,BIL,0.006551410026630421,0.01746867945139119,91.56057142857144
August 2024,2024-08-13 to 2024-08-19,BND,0.11327118485752244,0.09750129854341427,74.02057142857143
August 2024,2024-08-13 to 2024-08-19,EEM,0.4198297304456358,0.7629836095399622,42.158
August 2024,2024-08-13 to 2024-08-19,EFA,0.5021682460525986,1.0152216468471575,77.88514285714287
August 2024,2024-08-13 to 2024-08-19,FNILX,0.0,0.9919622328602218,19.139428571428574
August 2024,2024-08-13 to 2024-08-19,IWF,0.8761665405092668,1.2190382945090894,349.01714285714286
August 2024,2024-08-13 to 2024-08-19,IYR,0.13193811242972772,0.3320407956920546,95.18514285714286
August 2024,2024-08-13 to 2024-08-19,QQQ,0.8631751569383269,1.2964393988151723,455.38228571428573
August 2024,2024-08-13 to 2024-08-19,SCHE,0.3938590086796217,0.6474724552420819,26.54057142857143
August 2024,2024-08-13 to 2024-08-19,SDY,0.3971090743224067,0.5489035118549479,133.52828571428572
August 2024,2024-08-13 to 2024-08-19,SWPPX,0.0,0.9828051849085506,83.12742857142857
August 2024,2024-08-13 to 2024-08-19,VHT,0.44390258532231003,0.6248390461826814,274.8257142857143
August 2024,2024-08-13 to 2024-08-19,VNQ,0.16008611244774898,0.367543116442981,90.852
August 2024,2024-08-13 to 2024-08-19,VOO,0.6502889928620803,0.9738220928672447,493.25485714285713
August 2024,2024-08-13 to 2024-08-19,VTWO,0.3723095949885248,1.0217959185818648,83.64628571428571
August 2024,2024-08-13 to 2024-08-19,VUG,0.7959999700758169,1.1736109746697254,358.496
August 2024,2024-08-13 to 2024-08-19,VXUS,0.4871962739083461,0.9033757219589589,60.146857142857144
August 2024,2024-08-13 to 2024-08-19,XME,0.15170532624928795,0.600441869150603,57.41571428571429
August 2024,2024-08-20 to 2024-08-26,BIL,0.0021819768710462832,0.019633271177643685,91.65085714285715
August 2024,2024-08-20 to 2024-08-26,BND,-0.0011796739931233756,0.08908734074932756,74.40342857142858
August 2024,2024-08-20 to 2024-08-26,EEM,-0.15111142297037936,-0.1591758542308841,43.294285714285714
August 2024,2024-08-20 to 2024-08-26,EFA,0.015110148671721547,0.2832680542925403,80.67885714285714
August 2024,2024-08-20 to 2024-08-26,FNILX,0.0,0.032534820617384774,19.798857142857145
August 2024,2024-08-20 to 2024-08-26,IWF,-0.3485239681416791,-0.1343359112372755,364.1597142857143
August 2024,2024-08-20 to 2024-08-26,IYR,0.34614032908758824,0.5412992336052946,96.37085714285715
August 2024,2024-08-20 to 2024-08-26,QQQ,-0.49528674958251245,-0.24304398543829375,475.2885714285714
August 2024,2024-08-20 to 2024-08-26,SCHE,-0.2627293880422171,-0.1995963843851034,27.14742857142857
August 2024,2024-08-20 to 2024-08-26,SDY,0.16007908261806109,0.34327932452168586,135.99828571428571
August 2024,2024-08-20 to 2024-08-26,SWPPX,0.0,0.03470826532525839,85.95514285714286
August 2024,2024-08-20 to 2024-08-26,VHT,-0.033279211932307165,0.19885562270973267,281.30285714285714
August 2024,2024-08-20 to 2024-08-26,VNQ,0.34850157805230336,0.5725515628172784,92.06028571428571
August 2024,2024-08-20 to 2024-08-26,VOO,-0.20939982865094003,0.04242959936300528,509.97742857142856
August 2024,2024-08-20 to 2024-08-26,VTWO,0.09237422383640267,0.49452088446079623,86.12028571428571
August 2024,2024-08-20 to 2024-08-26,VUG,-0.32311708951218165,-0.10640798702923782,373.6594285714285
August 2024,2024-08-20 to 2024-08-26,VXUS,-0.05688040984835574,0.16703595007660832,62.07742857142857
August 2024,2024-08-20 to 2024-08-26,XME,-0.282788299635814,0.3051105904574225,58.614
August 2024,2024-08-27 to 2024-09-02,BIL,-0.004085190043288084,0.021795693042891973,91.72892857142857
August 2024,2024-08-27 to 2024-09-02,BND,-0.02677188193613332,-0.10392252952877157,74.60357142857143
August 2024,2024-08-27 to 2024-09-02,EEM,-0.16693959284010707,-0.057013833577618245,43.47642857142857
August 2024,2024-08-27 to 2024-09-02,EFA,-0.07070691618315912,0.16081406233714735,82.24571428571429
August 2024,2024-08-27 to 2024-09-02,FNILX,0.0,0.1513848716308719,19.977857142857143
August 2024,2024-08-27 to 2024-09-02,IWF,-0.12106068174206923,-0.013749608240248845,365.94428571428574
August 2024,2024-08-27 to 2024-09-02,IYR,0.23168172096935064,0.1376428965770865,98.21107142857143
August 2024,2024-08-27 to 2024-09-02,QQQ,-0.17093449426468568,0.05238647120824336,476.74035714285714
August 2024,2024-08-27 to 2024-09-02,SCHE,-0.10105594118986336,0.0005851207795976032,27.220357142857143
August 2024,2024-08-27 to 2024-09-02,SDY,0.10049004097344913,0.21087902533620528,137.97750000000002
August 2024,2024-08-27 to 2024-09-02,SWPPX,0.0,0.14815937147895086,86.72607142857143
August 2024,2024-08-27 to 2024-09-02,VHT,0.16250621886161953,0.27459179561463154,284.81357142857144
August 2024,2024-08-27 to 2024-09-02,VNQ,0.1943319670511399,0.10419635202137678,93.89714285714285
August 2024,2024-08-27 to 2024-09-02,VOO,-0.0002625957755474917,0.129747048392162,514.5764285714286
August 2024,2024-08-27 to 2024-09-02,VTWO,-0.05407562074508515,-0.05115616324459504,87.93214285714285
August 2024,2024-08-27 to 2024-09-02,VUG,-0.13357024402204765,-0.0005161396522401773,375.76892857142855
August 2024,2024-08-27 to 2024-09-02,VXUS,-0.06710124167658507,0.09157532382234601,62.99178571428571
August 2024,2024-08-27 to 2024-09-02,XME,0.10839057804589365,-0.04768516139924128,59.480357142857144
December 2024,2024-11-26 to 2024-12-02,BIL,0.0,-0.3377642187840535,91.69714285714288
December 2024,2024-11-26 to 2024-12-02,BND,0.17737754127438318,-0.24456521739129045,73.12714285714286
December 2024,2024-11-26 to 2024-12-02,EEM,0.16143911439114456,0.3929727230698177,43.26714285714286
December 2024,2024-11-26 to 2024-12-02,EFA,0.13909964592817328,0.27858680511585465,78.05428571428571
December 2024,2024-11-26 to 2024-12-02,FNILX,0.0,0.27688047992615594,21.552857142857142
December 2024,2024-11-26 to 2024-12-02,IWF,0.6436747063390671,0.868517495858212,396.52571428571434
December 2024,2024-11-26 to 2024-12-02,IYR,-0.8934707903780035,-1.33906753982993,101.42
December 2024,2024-11-26 to 2024-12-02,QQQ,0.8375569949707389,1.088790363714831,508.14285714285717
December 2024,2024-11-26 to 2024-12-02,SCHE,0.2523431867339592,0.46965317919074323,27.61285714285714
December 2024,2024-11-26 to 2024-12-02,SDY,-0.3960808838857572,-0.45833333333332726,143.09714285714284
December 2024,2024-11-26 to 2024-12-02,SWPPX,0.0,0.2564376535954649,93.08714285714287
December 2024,2024-11-26 to 2024-12-02,VHT,-0.1873897707231216,-0.21672054069939994,269.2642857142857
December 2024,2024-11-26 to 2024-12-02,VNQ,-0.9522834323161915,-1.4568052159739109,97.25714285714285
December 2024,2024-11-26 to 2024-12-02,VOO,0.1172523270077165,0.2818682807841588,550.5228571428571
December 2024,2024-11-26 to 2024-12-02,VTWO,-0.20406081012141908,-0.07151614221494462,97.14714285714285
December 2024,2024-11-26 to 2024-12-02,VUG,0.6509019990248699,0.9141348715567155,406.92571428571426
December 2024,2024-11-26 to 2024-12-02,VXUS,0.1944579484686395,0.1944579484686404,61.16142857142857
December 2024,2024-11-26 to 2024-12-02,XME,-0.8281272700857085,-0.7127272727272649,68.53428571428572
December 2024,2024-12-03 to 2024-12-09,BIL,-0.002184597953737944,0.01967165463167664,91.60857142857142
December 2024,2024-12-03 to 2024-12-09,BND,-0.007634123904548917,0.01939253881204861,73.38885714285715
December 2024,2024-12-03 to 2024-12-09,EEM,0.03876432458406544,0.6035476982624943,43.48085714285715
December 2024,2024-12-03 to 2024-12-09,EFA,-0.23139449878930923,0.21160081670366537,79.02828571428572
December 2024,2024-12-03 to 2024-12-09,FNILX,0.0,0.03794779007846083,21.71257142857143
December 2024,2024-12-03 to 2024-12-09,IWF,0.28287797483390736,0.4097905808938007,402.4168571428571
December 2024,2024-12-03 to 2024-12-09,IYR,-0.19057882092293213,-0.19250711951816157,101.09371428571428
December 2024,2024-12-03 to 2024-12-09,QQQ,0.2017900978839151,0.27640139098711103,514.6117142857144
December 2024,2024-12-03 to 2024-12-09,SCHE,0.1154963955207005,0.7618691895035257,27.831714285714288
December 2024,2024-12-03 to 2024-12-09,SDY,-0.5232913282882935,-0.4416268174524318,142.626
December 2024,2024-12-03 to 2024-12-09,SWPPX,0.0,0.026398662591800015,93.73742857142857
December 2024,2024-12-03 to 2024-12-09,VHT,-0.3724202107954902,-0.31149785906507965,270.27314285714283
December 2024,2024-12-03 to 2024-12-09,VNQ,-0.2151477434419974,-0.17603454407598917,96.96085714285714
December 2024,2024-12-03 to 2024-12-09,VOO,-0.04336683216073245,0.03314138102899378,554.4085714285715
December 2024,2024-12-03 to 2024-12-09,VTWO,-0.5925635395748516,-0.3294926501332518,97.34371428571428
December 2024,2024-12-03 to 2024-12-09,VUG,0.18710557531658795,0.36485063177779553,413.06685714285715
December 2024,2024-12-03 to 2024-12-09,VXUS,-0.13017465823220004,0.28352146034041903,61.75
December 2024,2024-12-03 to 2024-12-09,XME,-1.2476883964804095,-0.6760420667768896,68.012
December 2024,2024-12-10 to 2024-12-16,BIL,0.006551410494566584,0.019651848320862975,91.55885714285714
December 2024,2024-12-10 to 2024-12-16,BND,-0.16375858879903868,-0.20202162381313116,73.35657142857143
December 2024,2024-12-10 to 2024-12-16,EEM,-0.1561682201634378,-0.4303808973910006,44.02428571428571
December 2024,2024-12-10 to 2024-12-16,EFA,-0.24881895541883123,-0.35079495830809826,79.65742857142857
December 2024,2024-12-10 to 2024-12-16,FNILX,0.0,-0.12660959370681235,21.794571428571427
December 2024,2024-12-10 to 2024-12-16,IWF,0.11698413923535297,0.43168491733643233,411.0931428571428
December 2024,2024-12-10 to 2024-12-16,IYR,-0.4797185485428896,-0.5324040778405514,99.15228571428572
December 2024,2024-12-10 to 2024-12-16,QQQ,0.22095859679878976,0.6019229885219479,524.336
December 2024,2024-12-10 to 2024-12-16,SCHE,-0.1557670498733216,-1.0993562142772073,28.218285714285713
December 2024,2024-12-10 to 2024-12-16,SDY,-0.3923866017149159,-0.4141448782784729,140.09314285714285
December 2024,2024-12-10 to 2024-12-16,SWPPX,0.0,-0.15986013231204854,94.03057142857143
December 2024,2024-12-10 to 2024-12-16,VHT,-0.6796470701692975,-0.7000219302498678,266.15457142857144
December 2024,2024-12-10 to 2024-12-16,VNQ,-0.3906045103256986,-0.4960335777704583,95.16314285714286
December 2024,2024-12-10 to 2024-12-16,VOO,-0.13994454692960562,0.06859525193352756,556.7837142857143
December 2024,2024-12-10 to 2024-12-16,VTWO,-0.32320880460638574,-0.2670221390307437,96.17571428571429
December 2024,2024-12-10 to 2024-12-16,VUG,0.07154052774742684,0.36766079865352186,421.7608571428571
December 2024,2024-12-10 to 2024-12-16,VXUS,-0.2542011223166071,-0.3903841309281897,62.22457142857142
December 2024,2024-12-10 to 2024-12-16,XME,-1.1111300125427177,-1.4990276915614542,65.56028571428571
December 2024,2024-12-17 to 2024-12-23,BIL,-4.79759196149801e-07,-0.0697876474314496,91.57657142857143
December 2024,2024-12-17 to 2024-12-23,BND,-0.23154947001816617,-0.2119231780778108,72.68371428571429
December 2024,2024-12-17 to 2024-12-23,EEM,-0.1967592966833528,-0.5835853028784888,43.32828571428572
December 2024,2024-12-17 to 2024-12-23,EFA,-0.3092141875296032,-0.779589910809384,77.80828571428572
December 2024,2024-12-17 to 2024-12-23,FNILX,0.0,-0.32840547422557265,21.437142857142856
December 2024,2024-12-17 to 2024-12-23,IWF,-0.39010444921897813,-0.3466729126801438,412.16457142857143
December 2024,2024-12-17 to 2024-12-23,IYR,-0.7271524671071117,-0.930799271134861,95.91
December 2024,2024-12-17 to 2024-12-23,QQQ,-0.5385090666782386,-0.5616884806473843,527.1548571428572
December 2024,2024-12-17 to 2024-12-23,SCHE,-0.1593899906736101,-0.2075319710023371,27.472571428571428
December 2024,2024-12-17 to 2024-12-23,SDY,-0.38208927598426184,-0.6743218798556594,136.554
December 2024,2024-12-17 to 2024-12-23,SWPPX,0.0,-0.3141984971085998,92.45228571428571
December 2024,2024-12-17 to 2024-12-23,VHT,-0.12337765971234253,-0.14834344717291392,258.3494285714286
December 2024,2024-12-17 to 2024-12-23,VNQ,-0.6706794323151443,-1.0079798575285939,92.40857142857142
December 2024,2024-12-17 to 2024-12-23,VOO,-0.30045688196200376,-0.3733297741343544,551.9331428571429
December 2024,2024-12-17 to 2024-12-23,VTWO,-1.1911857906924925,-1.142008232465188,93.33828571428572
December 2024,2024-12-17 to 2024-12-23,VUG,-0.3674372549407736,-0.3430549196996324,422.2414285714286
December 2024,2024-12-17 to 2024-12-23,VXUS,-0.33240298450433026,-0.743631081564331,61.12428571428571
December 2024,2024-12-17 to 2024-12-23,XME,-0.9669641739729539,-1.3505105326784816,60.989428571428576
December 2024,2024-12-24 to 2024-12-30,BIL,0.0,0.0218926174364531,91.41035714285715
December 2024,2024-12-24 to 2024-12-30,BND,0.16049911808914447,0.01765112835323268,72.07821428571428
December 2024,2024-12-24 to 2024-12-30,EEM,0.14704191876863482,-0.32422962773285824,42.417857142857144
December 2024,2024-12-24 to 2024-12-30,EFA,0.15495459537921127,0.007621382052311332,75.86107142857144
December 2024,2024-12-24 to 2024-12-30,FNILX,0.0,-0.2912175980974624,21.166785714285712
December 2024,2024-12-24 to 2024-12-30,IWF,0.15573029925528115,-0.37614982173555245,410.345
December 2024,2024-12-24 to 2024-12-30,IYR,0.21326252560135966,-0.13571452953710372,92.91571428571429
December 2024,2024-12-24 to 2024-12-30,QQQ,0.14581349358054582,-0.34281200505531795,523.2625
December 2024,2024-12-24 to 2024-12-30,SCHE,-0.037650617634803235,-0.27788379139696007,26.962142857142858
December 2024,2024-12-24 to 2024-12-30,SDY,0.11810678033939544,-0.19844181093587598,133.33892857142857
December 2024,2024-12-24 to 2024-12-30,SWPPX,0.0,-0.2752568684640966,91.31178571428572
December 2024,2024-12-24 to 2024-12-30,VHT,0.11344159173151136,-0.29281651393405217,255.105
December 2024,2024-12-24 to 2024-12-30,VNQ,0.2424808861455093,-0.14174689088297943,89.41964285714285
December 2024,2024-12-24 to 2024-12-30,VOO,0.20582851458805818,-0.2806552612140023,546.9875
December 2024,2024-12-24 to 2024-12-30,VTWO,0.3189519177015773,-0.08358513102917908,90.39321428571428
December 2024,2024-12-24 to 2024-12-30,VUG,0.11410633143155668,-0.37409944887087376,420.0325
December 2024,2024-12-24 to 2024-12-30,VXUS,0.012628040362520862,-0.09223855241817791,59.611785714285716
December 2024,2024-12-24 to 2024-12-30,XME,-0.03523624557538105,-0.36333475420295136,57.47714285714286
December 2024,2024-12-31 to 2025-01-06,BIL,-0.010936132983367132,0.02187944426212951,91.37571428571428
December 2024,2024-12-31 to 2025-01-06,BND,-0.2496878901373378,-0.16659725114536172,71.94714285714285
